video_id,title,channel_id,channel_name,category_id,category_name,published_at,view_count,like_count,comment_count,duration_seconds,thumbnail_url,tags,fetched_at,region
z2guHaoY2_Y,They lied to us about AI,UCAwT-7B6StW_xzXPku6v7MQ,Mo Bitar,custom_LLM,LLM,2026-03-19T12:01:45Z,180938,8553,1571,436,https://i.ytimg.com/vi/z2guHaoY2_Y/hqdefault.jpg,"[""developer"", ""software"", ""code"", ""vibecoding"", ""agentic coding"", ""software engineering"", ""openai"", ""anthropic"", ""opus"", ""codex""]",2026-03-22T15:14:39.454332+00:00,US
XeTuLyOBY_0,Sam Altman Just Declared the Death of Transformers (ChatGPT Getting Replaced),UC5l7RouTQ60oUjLjt1Nh-UQ,AI Revolution,custom_LLM,LLM,2026-03-17T23:16:35Z,159763,3386,364,670,https://i.ytimg.com/vi/XeTuLyOBY_0/hqdefault.jpg,"[""AI News"", ""AI Updates"", ""AI Revolution"", ""AI"", ""ai news"", ""artificial intelligence"", ""sam altman"", ""openai"", ""transformers"", ""post transformer ai"", ""openai architecture shift"", ""apple lito"", ""ai 3d model"", ""manus my computer"", ""ai agent pc control"", ""z.ai glm-5-turbo"", ""workflow ai model"", ""mistral leanstral"", ""formal verification ai"", ""inspatio worldfm"", ""spatial ai"", ""real time 3d ai"", ""ai breakthroughs"", ""machine learning news""]",2026-03-22T15:14:39.454332+00:00,US
vBeYXouVTuM,Claude's FREE Visual Builder Just DESTROYED Every Paid Design Tool (+ 9 AI Updates),UClXAalunTPaX1YV185DWUeg,Vaibhav Sisinty,custom_LLM,LLM,2026-03-17T14:21:50Z,126348,2993,86,750,https://i.ytimg.com/vi/vBeYXouVTuM/hqdefault.jpg,"[""vaibhav sisinty"", ""vaibhav ai""]",2026-03-22T15:14:39.454332+00:00,US
DPuZafJ6UEs,How to use Claude Code FREE Forever (Openrouter),UCxVxcTULO9cFU6SB9qVaisQ,Jack Roberts,custom_LLM,LLM,2026-03-17T19:34:39Z,63792,2079,124,792,https://i.ytimg.com/vi/DPuZafJ6UEs/hqdefault.jpg,[],2026-03-22T15:14:39.454332+00:00,US
zGzg0OnqQrk,Google Just Dropped New Antigravity AI and It Puts Heat on OpenAI,UC5l7RouTQ60oUjLjt1Nh-UQ,AI Revolution,custom_LLM,LLM,2026-03-20T23:12:04Z,51411,1078,69,614,https://i.ytimg.com/vi/zGzg0OnqQrk/hqdefault.jpg,"[""AI News"", ""AI Updates"", ""AI Revolution"", ""AI"", ""ai news"", ""artificial intelligence"", ""google ai"", ""google antigravity"", ""antigravity ai"", ""google ai studio"", ""gemini"", ""gemini mac app"", ""google colab"", ""colab mcp server"", ""ai coding agent"", ""app building ai"", ""vibe coding"", ""google ai tools"", ""ai app builder"", ""ai software tools"", ""machine learning news"", ""google updates"", ""ai agents"", ""gemini update""]",2026-03-22T15:14:39.454332+00:00,US
uEit1oOJK0w,GSD Is the Missing Piece For Claude Code,UCelfWQr9sXVMTvBzviPGlFw,AI LABS,custom_LLM,LLM,2026-03-17T16:13:18Z,30857,922,59,824,https://i.ytimg.com/vi/uEit1oOJK0w/hqdefault.jpg,"[""ai coding"", ""ai vs ai coding"", ""ai coding setup"", ""ai coding tools"", ""ai coding agents"", ""coding with ai"", ""ai coding roadmap"", ""ai coding tutorial"", ""free ai coding tools"", ""ai coding assistant"", ""ai coding automation"", ""structured ai coding"", ""ai coding assistants"", ""ai coding comparison"", ""best ai for coding"", ""aicoding"", ""ai assisted coding"", ""ai vs manual coding"", ""learn coding with ai"", ""coding"", ""ai coding mistakes to avoid"", ""ai coding tools productivity"", ""ai coding tools honest review"", ""vibe coding""]",2026-03-22T15:14:39.454332+00:00,US
GVrEX3-uIE0,"Codex Subagents, Minimax M2.7, Claude Code Update, NVIDIA GTC, AI CMO, Google AI Tool! HUGE AI News",UC2WmuBuFq6gL08QYG-JjXKw,WorldofAI,custom_LLM,LLM,2026-03-17T05:59:47Z,28157,677,31,759,https://i.ytimg.com/vi/GVrEX3-uIE0/hqdefault.jpg,"[""claude code"", ""claude code udpate"", ""codex subagents"", ""claude code subagents"", ""AI news"", ""OpenAI Codex"", ""Codex subagents"", ""MiniMax M2.7"", ""Claude Code update"", ""Claude 1 million context"", ""NVIDIA GTC"", ""Nemotron Ultra"", ""NemoClaw"", ""Mistral Small 4"", ""Google AI tool"", ""AI CMO"", ""Personal Computer AI"", ""Stitch SDK"", ""TypeScript AI SDK"", ""Moonshot attention residuals"", ""AI agents"", ""agentic AI"", ""AI workflow automation"", ""AI development tools"", ""open-source AI"", ""AI models 2026"", ""frontier AI"", ""AI updates"", ""new ai news""]",2026-03-22T15:14:39.454332+00:00,US
qb2-wq9MKss,MiniMax M2.7 IS INSANE! Best Agentic/Coding Model! Beats Opus 4.6 and 50x Cheaper! (Fully Tested),UC2WmuBuFq6gL08QYG-JjXKw,WorldofAI,custom_LLM,LLM,2026-03-20T02:21:19Z,21593,500,50,705,https://i.ytimg.com/vi/qb2-wq9MKss/hqdefault.jpg,"[""claude code"", ""minimax"", ""minimax m2.7"", ""minimax m2.5"", ""open source ai"", ""new ai model"", ""open source AI"", ""open source LLM"", ""coding AI"", ""best coding model"", ""SWE-Bench"", ""agentic AI"", ""AI agents"", ""LLM benchmarks"", ""AI coding assistant"", ""Claude Opus 4.6"", ""gemini 3.5"", ""sonnet 5"", ""glm 5"", ""new free ai model"", ""free ai model"", ""opencode"", ""openclaw"", ""ai coding assistant"", ""reasoning model"", ""deepseek v4"", ""vs code ai"", ""free llm"", ""pony alpha openclaw"", ""GLM-5"", ""new LLM"", ""AI coding"", ""AI frontend"", ""Opus 4.6"", ""gemini 3.1""]",2026-03-22T15:14:39.454332+00:00,US
8nbC4gbA_RM,"AI Agent Era Has Started, McKinsey Hacked, Jobs at Risk, ChatGPT New Pricing, Nvidia, Meta:Tech News",UCfhDCkEAONCjFI_cNzacAmw,Lapaas Tech ,custom_LLM,LLM,2026-03-20T13:21:45Z,19125,821,68,1746,https://i.ytimg.com/vi/8nbC4gbA_RM/hqdefault.jpg,"[""ai news"", ""ai tools"", ""make money with ai"", ""tech"", ""technology"", ""tech news"", ""artificial intelligence"", ""Apple"", ""Mac Mini"", ""OpenClaw"", ""NVIDIA"", ""OpenAI"", ""McKinsey"", ""Developer"", ""AI agent"", ""GPT-5.4 Mini"", ""Anthropic"", ""Anthropic Institute"", ""Mistral"", ""Mistral Forge"", ""ChatGPT"", ""Parameter Golf"", ""MiniMax"", ""M2.7 AI model"", ""ByteDance"", ""Midjourney"", ""META"", ""Avocado"", ""MotionVFX"", ""RUNWAY"", ""DLSS 5"", ""Vera Rubin"", ""xAI"", ""Pokémon GO"", ""Cursor AI"", ""MTIA Chip"", ""weekly tech news"", ""latest tech news"", ""latest ai news"", ""weekly ai news"", ""robotics"", ""tech news latest""]",2026-03-22T15:14:39.454332+00:00,US
I0me2uEbfuE,Every AI Model Explained in 20 Minutes,UCawZsQWqfGSbCI5yjkdVkTA,Matthew Berman,custom_LLM,LLM,2026-03-16T01:05:23Z,18183,838,113,1235,https://i.ytimg.com/vi/I0me2uEbfuE/hqdefault.jpg,"[""ai"", ""llm"", ""artificial intelligence"", ""large language model"", ""openai"", ""mistral"", ""chatgpt"", ""ai news"", ""claude"", ""anthropic"", ""apple ai"", ""apple intelligence"", ""llama"", ""meta ai"", ""google ai""]",2026-03-22T15:14:39.454332+00:00,US
suGe9MYBhAU,Minimax M2.7 (Fully Tested): I early tested Minimax's NEW MODEL & it just OBLITERATED Opus 4.6!!!,UC0m81bQuthaQZmFbXEY9QSw,AICodeKing,custom_LLM,LLM,2026-03-17T11:00:06Z,16013,387,49,481,https://i.ytimg.com/vi/suGe9MYBhAU/hqdefault.jpg,"[""minimax m2.7"", ""minimax ai"", ""minimax coding model"", ""minimax m2.5"", ""kilo cli"", ""ai coding assistant"", ""coding llm"", ""small language model"", ""fast ai model"", ""cheap ai model"", ""openclaw"", ""coding agents"", ""nuxt ai app"", ""svelte ai app"", ""tauri ai coding"", ""godot ai model"", ""tool calling model"", ""agentic model"", ""codex alternative"", ""ai model review""]",2026-03-22T15:14:39.454332+00:00,US
ILMQu9NGQEI,Anthropic Made a Safer OpenClaw & More AI News You Can Use,UCHhYXsLBEVVnbvsq57n1MTQ,The AI Advantage,custom_LLM,LLM,2026-03-20T17:37:32Z,14035,563,26,1040,https://i.ytimg.com/vi/ILMQu9NGQEI/hqdefault.jpg,"[""theaiadvantage"", ""aiadvantage"", ""chatgpt"", ""ai"", ""artificial intelligence"", ""openai"", ""ai advantage"", ""igor"", ""igor pogany"", ""gpt5"", ""gpt-5"", ""google"", ""xai"", ""grok"", ""microsoft"", ""claude"", ""anthropic""]",2026-03-22T15:14:39.454332+00:00,US
VCtceWD2EtM,"Grok 5 Is Insane: 6 Trillion Parameters, AGI Claims… But Is It Real?",UCGIiO6Uo8V8vkuLOcFvf3ZQ,BitBiasedAI,custom_LLM,LLM,2026-03-20T18:55:31Z,14006,525,71,1127,https://i.ytimg.com/vi/VCtceWD2EtM/hqdefault.jpg,"[""grok 5"", ""grok 5 explained"", ""elon musk ai"", ""xai grok 5"", ""grok 5 vs gpt 5"", ""grok 5 vs gemini"", ""ai 2026"", ""agi explained"", ""artificial general intelligence"", ""ai news"", ""ai models comparison"", ""mixture of experts ai"", ""moE model"", ""multimodal ai"", ""agentic ai"", ""ai agents"", ""colossus supercomputer"", ""xai colossus"", ""future of ai"", ""ai breakdown"", ""bitbiased ai"", ""gpt 5"", ""gemini ai"", ""claude ai"", ""ai competition"", ""ai race"", ""latest ai models""]",2026-03-22T15:14:39.454332+00:00,US
BmuBSkXCvmM,GPT-5.4 Codex Subagents: Sam Altman Says They Beat Claude Code!,UCYwLV1gDwzGbg7jXQ52bVnQ,Universe of AI,custom_LLM,LLM,2026-03-16T22:38:48Z,12690,213,30,507,https://i.ytimg.com/vi/BmuBSkXCvmM/hqdefault.jpg,"[""OpenAI"", ""Codex"", ""GPT-5.4"", ""Codex Subagents"", ""Claude Code"", ""Anthropic"", ""Sam Altman"", ""AI coding tools"", ""AI agents"", ""agentic AI"", ""AI news 2026"", ""Google Gemini API"", ""Gemini AI Studio"", ""AI developer tools"", ""OpenAI vs Anthropic"", ""Claude vs ChatGPT"", ""AI tools 2026"", ""artificial intelligence"", ""AI coding assistant"", ""OpenAI Codex tutorial"", ""AI agents 2026"", ""coding AI"", ""ChatGPT"", ""Gemini"", ""AI productivity"", ""AI software development"", ""best AI coding tool"", ""AI automation"", ""OpenAI news"", ""Gemini API cost control""]",2026-03-22T15:14:39.454332+00:00,US
lzQCdyAIUYA,It’s Almost Over’ — Sam Altman Just Revealed OpenAI’s Biggest Problem,UCGIiO6Uo8V8vkuLOcFvf3ZQ,BitBiasedAI,custom_LLM,LLM,2026-03-21T17:12:31Z,11508,299,20,804,https://i.ytimg.com/vi/lzQCdyAIUYA/hqdefault.jpg,"[""sam altman"", ""sam altman ai"", ""transformers are dying"", ""end of transformers"", ""future of ai"", ""ai architecture"", ""next ai architecture"", ""chatgpt architecture"", ""gpt future"", ""openai future"", ""openai architecture"", ""apple lito"", ""apple ai"", ""apple ai research"", ""lito ai"", ""3d ai model"", ""ai 3d reconstruction"", ""state space models"", ""mamba ai"", ""google titans"", ""mixture of experts"", ""moe ai"", ""ai scaling problem"", ""ai breakthrough"", ""agi future"", ""artificial intelligence"", ""machine learning"", ""ai explained""]",2026-03-22T15:14:39.454332+00:00,US
n-VwC4-BfTM,ChatGPT vs Gemini vs Claude Make Clash Royale From Scratch,UC3nKTPXh9DE0Md3HvCPB7sw,tef,custom_LLM,LLM,2026-03-21T20:53:53Z,10260,760,111,619,https://i.ytimg.com/vi/n-VwC4-BfTM/hqdefault.jpg,"[""chatgpt vs gemini"", ""chatgpt vs gemini vs claude"", ""chatgpt 5.4 vs gemini 3.1 vs claude 4.6"", ""chatgpt vs gemini vs claude make clash royale"", ""clash royale"", ""how to make clash royale"", ""chatgpt vs gemini fortnite"", ""chatgpt vs gemini minecraft"", ""chatgpt vs grok minecraft"", ""tef"", ""ai makes games"", ""chatgpt vs gemini vs claude make clash royale from scratch"", ""new clash royale update""]",2026-03-22T15:14:39.454332+00:00,US
u_X6gSkUXT0,Mistral Small 4 First Look & Testing – A 120B Open Source Model!,UCOCahKBCEUuzDJawM7yN1dg,Bijan Bowen,custom_AI,AI,2026-03-17T12:08:33Z,15208,446,106,1857,https://i.ytimg.com/vi/u_X6gSkUXT0/hqdefault.jpg,[],2026-03-22T15:14:41.648915+00:00,US
UxMZfbWI3LY,Agentic Evaluations Workshop - Deep Dive on the Future on Evals for Agents.,UCHlNU7kIZhRgSbhHvFoy72w,HuggingFace,custom_AI,AI,2026-03-20T08:06:58Z,9081,458,10,6526,https://i.ytimg.com/vi/UxMZfbWI3LY/hqdefault.jpg,[],2026-03-22T15:14:41.648915+00:00,US
Pe1E2-Vk1Ao,Free NVIDIA AI API Tutorial | Build AI Apps with GLM 4.7 Model #nvidia #glm5,UCeHRZFTBJeG8hZco6i9RyVA,Data Scientist Afzal,custom_AI,AI,2026-03-17T04:30:14Z,2149,65,5,746,https://i.ytimg.com/vi/Pe1E2-Vk1Ao/hqdefault.jpg,"[""free llm api"", ""generative ai tutorial"", ""free ai api"", ""ai app development"", ""gen ai tutorial"", ""ai tools for developers"", ""streamlit chatbot tutorial"", ""genai"", ""google ai studio tutorial"", ""build ai app with hugging face"", ""claude"", ""nvidia ai api tutorial"", ""glm 4.7 tutorial"", ""nvidia free api tutorial"", ""glm model tutorial"", ""build ai app with nvidia api"", ""nvidia ai python tutorial"", ""glm 4.7 python tutorial"", ""glm llm tutorial"", ""nvidia ai models tutorial"", ""free ai api tutorial"", ""llm api python tutorial""]",2026-03-22T15:14:41.648915+00:00,US
4NjqTArrdTE,What neuroscience tells us about AGI with Karl Friston,UCmRylrPXD9WorKVZgT8PvKw,Sophia,custom_AI,AI,2026-03-19T21:01:00Z,2184,62,44,6710,https://i.ytimg.com/vi/4NjqTArrdTE/hqdefault.jpg,"[""ai"", ""agi"", ""superintelligence"", ""ai research"", ""future of ai"", ""human ai interaction"", ""ai podcast"", ""ai psychology"", ""Karl Friston"", ""neuroscience and ai"", ""brain architecture"", ""transformer ai agi""]",2026-03-22T15:14:41.648915+00:00,US
KIlfOCvhwwI,Best AI Tools For Software Engineers,UC3uNK2m25TbYQqdL1jxGM1w,Amit Ganguly-Organizational Dev & L&D Consultant,custom_AI,AI,2026-03-16T05:15:06Z,4688,10,6,776,https://i.ytimg.com/vi/KIlfOCvhwwI/hqdefault.jpg,"[""artificial intelligence"", ""software engineering"", ""software developer"", ""ai coding tools"", ""chatgpt"", ""chatgpt for developers"", ""AI Tools"", ""CoPilot"", ""github copilot"", ""cursor ai"", ""Cusror ide"", ""prompt engineer"", ""LLM Integration"", ""Replit AI"", ""Codeium"", ""LangChain"", ""Hugging Face"", ""Vector Databases"", ""Cursor AI IDE"", ""AI Application Development"", ""Retrieval Augmented Generation (RAG)"", ""AI-powered applications"", ""Machine Learning Engineer"", ""prompt engineering"", ""AI Application Developer"", ""software jobs ai"", ""AI"", ""ai agent""]",2026-03-22T15:14:41.648915+00:00,US
2tJMEf1Xc7k,من منطق البرمجة التقليدية إلى عالم الذكاء الاصطناعي | مع د. مصطفاوي ود. داوود,UCjrRI8NISeNGJTpfftm-wCw,Cyber Nexus,custom_AI,AI,2026-03-16T19:00:03Z,905,106,20,3644,https://i.ytimg.com/vi/2tJMEf1Xc7k/hqdefault.jpg,[],2026-03-22T15:14:41.648915+00:00,US
wSqNLL3I89Y,Machine Learning With Python Full Course 2026 | Python Machine Learning For Beginners | Simplilearn,UCsvqVGtbbyHaMoevxPAq9Fg,Simplilearn,custom_AI,AI,2026-03-17T00:40:33Z,811,19,1,34962,https://i.ytimg.com/vi/wSqNLL3I89Y/hqdefault.jpg,"[""data science"", ""data science course"", ""data science for beginners"", ""data science training"", ""data science tutorial"", ""data science tutorial for beginners"", ""data science with python"", ""data science with python for beginners"", ""data science with python tutorial"", ""data scientist"", ""data scientist tutorial for beginners"", ""learn data science"", ""python for data science"", ""python for data science tutorial"", ""python with data science"", ""what is data science"", ""simplilearn"", ""2026""]",2026-03-22T15:14:41.648915+00:00,US
guraOtagVWs,Kill the AI Plastic Look — Flow DPO LoRA for Realistic Lighting (ComfyUI Workflow Included),UCeQ8a_2GFikaqidDEG3L4Vg,NSFWLoverchat,custom_AI,AI,2026-03-19T10:31:58Z,518,11,3,233,https://i.ytimg.com/vi/guraOtagVWs/hqdefault.jpg,[],2026-03-22T15:14:41.648915+00:00,US
DT7oNujKCbY,🚨 NOTICIAS IA 🚨: La adopción tecnológica más brutal de la historia,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,custom_AI News,AI News,2026-03-16T19:00:00Z,84366,2994,261,2643,https://i.ytimg.com/vi/DT7oNujKCbY/hqdefault.jpg,[],2026-03-22T15:14:44.492969+00:00,US
eA9Zf2-qYYM,Building AI Agents that actually work (Full Course),UCPjNBjflYl0-HQtUvOx0Ibw,Greg Isenberg,custom_AI News,AI News,2026-03-17T19:25:00Z,74411,2353,131,3536,https://i.ytimg.com/vi/eA9Zf2-qYYM/hqdefault.jpg,"[""startup ideas"", ""sip"", ""entrepreneur podcast"", ""business ideas"", ""business trends"", ""entrepreneur advice"", ""business advice"", ""greg isenberg"", ""my first million"", ""a16z"", ""starter story"", ""1 million business"", ""saas startup"", ""startup advice"", ""ai startup"", ""ai business"", ""ai startup idea"", ""no code tools"", ""AI Code"", ""google ai"", ""google gemini"", ""ai tech stack"", ""gemini"", ""nano banana"", ""ai"", ""Google gemini 3"", ""claude code"", ""claude"", ""claude skills"", ""vibe marketing"", ""ai marketing"", ""opus 4.6"", ""claude opus 4.6"", ""mcp"", ""ai agent""]",2026-03-22T15:14:44.492969+00:00,US
5e19vrGm5ic,"AI Biggest Surprise is Coming, These are the Stocks to Buy",UCbKdotYtcY9SxoU8CYAXdvg,"Let's Talk Money! with Joseph Hogue, CFA",custom_AI News,AI News,2026-03-15T16:00:00Z,45078,1184,362,844,https://i.ytimg.com/vi/5e19vrGm5ic/hqdefault.jpg,"[""stock market news"", ""stock market update"", ""stocks this week"", ""stock market"", ""stock market today"", ""stock market crash"", ""stock market forecast"", ""investing news"", ""weekly stock market update"", ""best stocks this week"", ""stock market correction"", ""stocks to buy"", ""weekly investing update"", ""stock market headlines"", ""market analysis"", ""stock trends"", ""investing this week"", ""top stocks to watch"", ""stock news today""]",2026-03-22T15:14:44.492969+00:00,US
8RVWhgCvzN0,"Flight Surcharge, Meta Layoffs, RCB, US Sponsor Russia, Vodafone Idea, PhysicsWallah: Business News",UC0yTzhyCOykbC8LLDBDheGA,Lapaas Voice,custom_AI News,AI News,2026-03-16T04:18:29Z,30518,1237,119,1259,https://i.ytimg.com/vi/8RVWhgCvzN0/hqdefault.jpg,"[""lapaas voice"", ""sahil khanna"", ""Business News"", ""News"", ""crack exam"", ""current affairs"", ""upsc"", ""study iq ias"", ""bright ideas"", ""world affairs"", ""ET Now"", ""WION"", ""Moneycontrol"", ""ANI News"", ""Iran War"", ""US economy"", ""Trump"", ""Trump Media"", ""India phone exports"", ""Delhi government"", ""LPG"", ""Foreign investors"", ""Meta"", ""Honda"", ""BSNL"", ""IDBI Bank"", ""IPO"", ""Government"", ""JSW group"", ""Vodafone Idea"", ""semiconductor manufacturing fund"", ""Adani"", ""Indian Airlines"", ""Paytm"", ""PhysicsWallah"", ""Newton School"", ""greenfield projects"", ""CureFit"", ""RCB"", ""Amazon""]",2026-03-22T15:14:44.492969+00:00,US
sQxWbuBHmb0,"Oil at $105, PhonePe IPO Pauses, IDBI Crashes, upGrad-Unacademy Deal, Adani gas, RBI: Business News",UC0yTzhyCOykbC8LLDBDheGA,Lapaas Voice,custom_AI News,AI News,2026-03-17T03:06:53Z,27095,1047,38,994,https://i.ytimg.com/vi/sQxWbuBHmb0/hqdefault.jpg,"[""lapaas voice"", ""sahil khanna"", ""Business News"", ""News"", ""crack exam"", ""current affairs"", ""upsc"", ""crazy gktrick"", ""bright ideas"", ""Path Finder"", ""ET Now"", ""CNBC TV 18"", ""WION"", ""Moneycontrol"", ""ANI News"", ""upGrad"", ""Unacademy"", ""IPL 2026"", ""IPL"", ""Oil price"", ""Iran conflict"", ""India trade deficit"", ""EU"", ""Air India"", ""Adani gas"", ""Trump"", ""Tariffs"", ""Illegal gaming platforms"", ""RBI"", ""IDBI Bank"", ""Bandhan Bank"", ""Agnikul"", ""Rapido"", ""Scapia"", ""Google"", ""AI startups"", ""Huawei"", ""CCI"", ""BookMyShow"", ""R for Rabbi"", ""mCaffeine"", ""NVIDIA"", ""Sensex"", ""IPO"", ""PhonePe"", ""Oracle"", ""AMD""]",2026-03-22T15:14:44.492969+00:00,US
0I_0HbNpCiw,96 % d'échecs : le mensonge de l'IA qui travaille à votre place,UC2UmrCDeb8CEB7t6v6Kqt7A,IA et Stratégie | Le SamourAI ,custom_AI News,AI News,2026-03-16T17:00:04Z,19169,878,67,1696,https://i.ytimg.com/vi/0I_0HbNpCiw/hqdefault.jpg,"[""agents IA"", ""workflow agentique"", ""automatisation IA"", ""agent washing"", ""MCP"", ""A2A"", ""Anthropic"", ""orchestration agents"", ""intelligence artificielle 2025"", ""LLM"", ""context window"", ""mémoire agent IA"", ""convergence instrumentale"", ""Gartner IA"", ""Deloitte IA"", ""cloud code"", ""prompt engineering"", ""IA entreprise"", ""transformation digitale"", ""futur du travail"", ""agent AI"", ""AI autonomy"", ""agentic AI"", ""AI failure"", ""AI risks"", ""AI orchestration"", ""Make Zapier N8N"", ""interoperabilité IA"", ""verrouillage vendor"", ""IA francophone""]",2026-03-22T15:14:44.492969+00:00,US
